# command:
# git-check-rebase --meta rebase_4.18.0-240.1.1.el8_4.18.0-305.3.1.el8.meta --format=full rhel8.4:rh8-4.18.0-305.3.1.el8..9fdfd6a7c491 rhel8.2:rh8-4.18.0-240.1.1.el8..origin/branch-rh8-4.18.0-240.1.1.vz8.5.x-ovz-merged
#

<tag>  rhel8.4       rhel8.2       SUBJECT
match  c03256e15720  c68f66bf4236  tty: Use RCU read lock to iterate tasks and threads in __do_SAK()
match  34e92d49c2ca  f7bf5c71f724  ve/device_cgroup: Introduce "devices.extra_list" cgroup file
match  cfedee802ebc  3541d44f81a8  ve/device_cgroup: Show all devices allowed in ct to fool docker
match  00ac2a0dacf6  0e5237e938a0  sched: Count loadavg under rq::lock in calc_load_nohz_start()
match  a98be95a7bbb  24d2277daeac  net: export net/core/somaxconn sysctl for unprivileged users
match  5c84a0452ded  564b6d9f3bce  dm: Call io_hints even for device-less drivers
match  51fa736ad0c9  d6db76eef355  ploop: Rename arg in ploop_init_end_io()
match  79a320566198  79e3cfb8adb6  ploop: Always defer bios for work
match  43169fa722db  dcbc0d2bf64a  ploop: Add flush_worker
match  bad732d1d87e  d3688033cc35  ploop: Rename dm_ploop_endio_hook to pio
match  84b6b9ada4bc  9840ff6372b8  ploop: Introduce aio interfaces
match  2a7820af5160  5da77df5df36  ploop: Setup device from file
match  bf07eddf047a  55133ab207a7  ploop: Become use top delta
match  5bad1fb577c0  a2b5e5a1e543  ploop: Convert read and write cluster sync
match  f44ef9f96c0d  d431fda4c3ca  ploop: Kill bat_bio
match  1e12d060c41a  2892e0bcc636  ploop: Convert endio_bio_list to endio_list
match  4ea737f099e7  796fb85c0e53  ploop: Introduce defer_pios()
match  dccbf17e632b  2e0e627446ad  ploop: Convert ready_data_pios
match  1e9edd564a35  d0d85c988d69  ploop: Convert discard_bios
match  e9ad14d51690  f74af75fc8a9  ploop: Convert flush_bios
match  a9289606a547  211b41f90940  ploop: Introduce pio_endio()
match  463cc7fcbb17  901a1d0ec1d6  ploop: Use bi_opf and bi_iter more
match  ccbc2a3f5cd5  59dd7ba582c2  ploop: Convert add_endio_bio()
match  d1584cf1c8a0  ae34e484c19a  ploop: Further convert in process_one_deferred_bio()
match  f86bf38abcfa  54270378992e  ploop: convert inc_nr_inflight()
match  13422ee59814  d4487e9535d3  ploop: Convert remap_to_cluster()
match  b71a1f12e34b  7509b26d7d25  ploop: Move remap_to_origin()
match  0b6d79cc612b  c10a4e7e1059  ploop: Rename in handle_discard_bio()
match  a56de8bdb110  8e20fbb30c46  ploop: Rename converted functions
match  e619a0a7d34d  47bcb7d88b6a  ploop: Rename in process_one_discard_pio()
match  09f91d7cc05f  91960fb3ba47  ploop: Further convert in process_discard_pios()
match  1219790b00d8  3ef9dfc473d4  ploop: Convert whole_cluster()
match  cf46eb8bcdc5  b7dd5335244c  ploop: Convert dec_nr_inflight()
match  7280463a8458  528836650412  ploop: Change argument of maybe_unlink_completed_pio()
match  7929b5fc9e4e  ca6114703b49  ploop: Convert ploop_init_end_io()
match  d40dd408bf6c  20be3a9b74cf  ploop: Convert call_rw_iter()
match  ee09bf3036bc  3c0f0744c389  ploop: Rename in ploop_endio()
match  d37ab58426fe  5f2ef86fffb1  ploop: Convert track_bio()
match  5057887688a0  a0481fa34eb9  ploop: More convertion in ploop_endio()
match  15a08760db4f  7c15fd98bbbc  ploop: Add endio_cb
match  0deb7c9fae22  b726ff042679  ploop: Use pio_endio() in ploop_bat_write_complete()
match  ddfa0afeceaf  c2e8a0fcb214  ploop: Convert COW
match  6ecafd12ab15  e9d57cd80586  ploop: Introduce zero_fill_pio()
match  45e377f55a3a  749bd5fe0f8b  ploop: Fixup merge
match  eb163d856812  6941b3351353  ploop: Kill loop
match  5498c778e0b4  f3a29b4ee907  ploop: Cache header
match  7c2c4984a4c6  643c7a231a7f  ploop: Fixup flush
match  0360cd332d08  2de45f7a899f  ploop: Check top delta rw
match  2bba97c255c9  a451217a65e6  ploop: Refactor ploop_map_discard()
match  d076b5e8f283  7487da766079  ploop: Rename ploop_init_end_io()
match  163b2265a98f  2ee1c6a7c7a6  ploop: Assign ploop to pio
match  e9dfe0c9f999  2d59a4453492  ploop: Kill target endio
ok     9cfc72a291b6  3deb63baab4d  dm: Introduce dm_request_set_error()
ok     bdaa4d6e5a65  dfe64500e162  block: introduce multi-page bvec helpers
ok     9bd6da5587d8  3d68e0a94503  block: introduce bio_for_each_bvec() and rq_for_each_bvec()
match  76e1c3207165  59995c64ed67  ploop: Switch to blk-mq
match  8bf78171830f  cecc4a998de0  ploop: Rename bi_opf into bi_op
match  bf602a94d9a4  89da3ad799c2  ploop: Kill PLOOP_END_IO_DISCARD_BIO
match  a3f55eb2a8f0  793fc5189068  ploop: Kill data bio endio
match  dbd69751c8f4  9737489777e0  ploop: Refactor ploop_endio()
match  c219b9703431  02c1ac01631a  ploop: Rename pio::action
match  ff131af8c38d  350b5fc35037  ploop: Fixup resize
match  04fcb2504021  afa953c13c55  ploop: Call ploop_endio() from pio_endio()
match  712867a75555  ac1aa95eee5e  ploop: Remove track_pio() from ploop_cow_endio()
match  22970d556f38  9e4901e5765a  ploop: Fixup discard
match  7dbb084e6ce3  a20de1b74f12  ploop: Split pio to cluster-size list
match  8614244f910a  0920a8e9df04  ploop: Add synonim for "get_delta_name"
ok     48b40673f324  654eccb0d51a  ve/sunrpc: Enable rpc_pipefs mounts inside non-init user namespaces
ok     bfad3237be95  3e95d296cc34  xfs: Allow to mount XFS in non-init userns
match  e140d3b7e890  6ed99f61c525  ploop: Refactoring in submit_cluster_cow()
match  2b35198482a2  6cd5c9cd4455  ploop: Kill {inc,dec}_nr_inflight_raw()
match  f4e3a5cf49f3  d6a3354550f1  ploop: Fix comment
match  d169507080ea  e326ce7f8364  ploop: Make ploop_check_delta_length() return file_fize
match  ec42b347fe73  508b9bdc023e  ploop: Cache delta file size
match  b5af0a398116  7eb9f4ad429d  ploop: Move find_and_clear_dst_cluster_bit() into function
match  5368c5e5d098  acb4fbf6418c  ploop: Move clear bit functionality out of find_and_clear_dst_cluster_bit()
match  16719387a83a  b2e14a0c8182  ploop: Extend file size from kernel
match  d2b290fd04c7  8c5fa5123680  ploop: Introduce helpers
match  2b2f7bbe1043  1b6057aa92f4  ploop: Cleanup in ploop_resize()
match  4a8b16ccce4f  4d65b24581ea  ploop: Introduce more helpers
ok     4b7b596eb262  ad21699b4dc3  ploop: Export dm_complete_request()
match  b2dd7858a2e0  d30ecf255066  ploop: Use dm_complete_request() instead of dm_request_set_error()
match  f7f911061a4a  b3136d2d33e9  ploop: Revert e2b93c8c4bd2 "dm: Introduce dm_request_set_error()"
match  71ab1e8222b4  d3f7d8a2ee88  ve/netfilter: Send iptables/netfilter kernel error messages to Containers
match  abee45a2dee1  eb16f753ff06  ve/netfilter: Implement pernet expect_max / virtualize "net.netfilter.nf_conntrack_expect_max" sysctl
match  93e953278876  9747aa5d5084  ve/netfilter: Implement pernet net->ct.max / virtualize "nf_conntrack_max" sysctl
match  5155e5ed9205  ddaf502cf1da  ve/netfilter: Add autoloading of sockopt modules
match  d680e85f1d30  88ab2c1040e0  ve/netfilter: Check for permittions while looking for target and match
match  c154806eadc8  b3b2048dad57  netfilter/x_tables: account entry offsets allocations
match  11fd10f242ac  2a2946a78934  ve/nf_conntrack: expose "nf_conntrack_acct" in contaners
match  8eaa6d3715d3  d33fa7a64511  ve/nf_conntrack: expose "nf_conntrack_events*" in contaners
ok     2fef9c5b6405  f6c50c73939d  net: Primitives to enable conntrack allocation
match  b9d2486e55b8  65249d58970f  net: Mark conntrack users in xtables
match  a75a79baf3d0  f30fd6e66b78  net: Mark conntrack users in nftables
ok     0f1161831a29  96a7f7b9fb8d  ve/memcg: Virtualize /proc/vmstat view inside CT
match  8b481c518eb9  1d956352f66e  ve/tty: Provide interface for current tty inheritance
match  8a0128ca2345  54c11664bb5b  net/vhost: Replace kmalloc with kvmalloc for order>=3
match  a07730924c51  f596e50c9692  config.OpenVZ.minimal: disable CONFIG_X86_DECODER_SELFTEST
match  4bc9fc454d04  e55bdc06a511  ve/cgroup: Get correct VE init css when ve init_task is moved to child cgroup
match  4712507ff486  c52a252dc539  sched/ve: Do not show loadavg in child VE cpu cgroups
ok     e52a18354d79  e53449c67faa  ve/page_alloc, kstat: account allocation latencies per-task and per-thread
match  39349e0fd4a8  287bdbcaed04  /proc/<pid>/vz_latency: Show maximal allocation latency in the last second.
ok     179eb8796112  56708c4ee188  mm/page_alloc: use sched_clock() instead of jiffies to measure latency
match  37052090d441  0347c5c67ce5  /proc/<pid>/vz_latency: Add scheduling stats
match  a4257224361b  4f9bbeb9f799  /proc/vz/latency: distinguish atomic allocations in irq from in task atomics.
match  d1e90503c4e9  c111e8523a4b  /proc/vz/latency: Show max latency in 2 min instead of 5sec.
match  de7684045442  325f35157914  mm/mempool: Use kvmalloc to allocate array of element pointers
ok     d1450f04a07a  3a406e83f0b2  ve/sunrpc: Prohibit mounting rpc_pipefs in CT without nfsd feature
match  b51b1ff4c089  c3fcdb912897  x86/kvm/vmx: Suppress warning on high-order allocation
match  3039eb1383e9  e4fd43212d24  IB/core: Use kvzalloc to allocate ib_device
drop                 ee43f590eacc  mm: Fix int overflow in callers of do_shrink_slab()
match  4e6226e0c260  252745090955  bnx2x: Suppress warnings on DMA memory allocation
match  7ae2255aca32  a5a7911d79ea  bnx2: Use kvzalloc() to allocate certain internal data
match  c5bfd817642b  03efa80023d1  ms/dlm: fix possible call to kfree() for non-initialized pointer
ok     78d1b498973c  d3ea0af9bd8c  fbcon: use kvmalloc() for scrollback buffer
match  e7a85c8e258d  3f7aa9d26e43  ms/xxHash: create arch dependent 32/64-bit xxhash()
match  3a78d79abbeb  b6f2f56a0335  ms/ksm: replace jhash2 with xxhash
match  68468bcbc7db  014791a32327  mm/page_alloc: add latency to the page_alloc tracepoint
match  a26d4bfd9e67  5a734fd1d651  ve: prohibit opening proc/self/exe from VE for VD_VE_ENTER_TASK
match  3add36968e51  6613a0abaa95  nfsd: disable UMH client tracking in nested net namespaces
match  d1c2d91fcf23  b2b8e999d5d8  ms/ksm: react on changing "sleep_millisecs" parameter faster
match  ea6080ade09d  38a46b2e4e64  ve/sysfs: relax sanity check for ns equality in kernfs_find_ns()
match  241e5fabaf43  1a9e470f387f  net/setsockopt: switch high order allocations to kvmalloc() in do_ip_setsockopt()
match  9afcd74424fc  c308c36cb034  mm: introduce kvmalloc_check() for safe calls to kvmalloc()
ok     4fb0fd4cff8f  95d7783ddd8b  net/sock: teach sock_kmalloc() to call kvmalloc() when possible
match  d94f07af9136  fe3a3ed60f79  ext4: don't iterate over sbi->s_es_list more than the number of elements
match  f9c97b165b15  a0d069e3d8c0  tty: use kvmalloc for screenbuffer allocation
ok     e6570bf5ba29  1b74259fc551  shmem/ve: virtualize tmpfs default size
match  a847299699e4  13f815cc3a12  cbt: endless loop on rollback in blk_cbt_snap_create()
match  b562faed59b9  13585bae26df  ms/net: Allow to show socket-specific information in /proc/[pid]/fdinfo/[fd]
match  e9866346bab2  ebc4b34dfa07  ms/socket: fix unused-function warning
match  7a4c95f341e1  411e3634fcd4  ms/unix: Show number of pending scm files of receive queue in fdinfo
match  69990bf60b85  42d5207fe3e9  ms/unix: define and set show_fdinfo only if procfs is enabled
match  c9069b8adf3b  d9ad44b05a3b  ms/unix: uses an atomic type for scm files accounting
drop                 dad2d4447647  ms/mm: list_lru: set shrinker map bit when child nr_items is not zero
match  78d386d5483b  de8b63325ab3  ms/mm/memcontrol.c: allocate shrinker_map on appropriate NUMA node
match  e20dd7e3e320  442ae9af00ed  ms/mm, page_alloc: drop should_suppress_show_mem
match  38023f80a964  197c8f3c99eb  ms/netfilter: add missing IS_ENABLED(CONFIG_NF_TABLES) check to header-file.
drop                 2b1dc00d07fe  ms/nfsd: memory corruption in nfsd4_lock()
ok     dcb5de7de502  1d27da24866a  ms/tracing: Fix race in trace_open and buffer resize call
match  1d830165f7d9  d8fd811dec3b  ms/VFS: use synchronize_rcu_expedited() in namespace_unlock()
match  ab9ecd60f9f5  156dab59f34c  ms/net: drop bogus skb with CHECKSUM_PARTIAL and offset beyond end of trimmed packet
match  49561b872684  88ce8d614835  net: export "net/*/neigh/*/*" sysctls for Container
match  146a8f1ed32a  8a6dd72ecd67  net: export "net.netfilter.nf_conntrack_helper" sysctl for Container
match  aa7c8149bcfe  55c9b837c0ae  ms/netfilter: ipset: fix suspicious RCU usage in find_set_and_id
drop                 9697619afd71  ms/nfsd: Don't add locks to closed or closing open stateids
match  d8b1d6ea851a  57dd58b47516  openvswitch: allow to create ovs bridges inside Containers
match  a05c19504f25  1d1f317fe031  ms/signal: avoid double atomic counter increments for user accounting
match  427b0d48be9d  0d3f58bfc4f7  ve/bridge: handle netlink messages AF_BRIDGE / RTM_[GSD]ETLINK sent from inside a Container
match  230d557728cb  9004c1b34c7e  ve/net/bridge: make net.bridge.* sysctl visible in Containers (r/o)
match  93bf7af7bb5e  c6b03d2c8456  ve/procfs: make /proc/config.gz visible inside Containers
ok     dcf4d446fa9a  f67a20885c8c  ve/proc/block: show /proc/diskstats inside a Container
match  7194b5a77300  bb637f673f13  scsi: ratelimit messages about rejected I/O
match  d903971c6384  daafb82bef96  sctp: suppress warnings on high order memory allocation on sctp chunk creation
match  9ee71b88e947  d78478b29212  rdma/i40iw: Hide high-order-allocation warning in
match  e817b316ebe2  419b98d2e03b  vhost: suppress high-order-allocation warning for vhost_log
match  43989eb06111  6a2d92866a8f  ext4: replace ext4_kvmalloc() with kvmalloc()
match  e87018a992b1  2857e78343e7  ms/ext4: fix potential race between online resizing and write operations
match  0fe0ebd33585  6acd07f4cd47  ext4: kill ext4_kv[mz]alloc()
ok     6a57bb1da875  de1fad3ffbc1  ve/mm: add heuristic check for memory overcommit
match  643d6e27a239  8989db73aaab  sctp: suppress warnings on high order memory allocation on packet transmit
match  c901839eb7e8  8972e7bbfd6f  dm: Introduce push-backup driver
match  be861ba181dc  02e04589147b  configs: Enable build of DM_PUSH_BACKUP
ok     e234669608a0  7614e9a32c08  trusted/block: Added trusted flag to struct genhd
ok     82d3018db6de  933970d8f9ca  trusted/ve/fs/exec: Don't allow a privileged user to execute untrusted files
match  98d41378edb2  197d47d73d41  trusted/ve/fs/exec: Send SIGSEGV to a process trying to execute untrusted files
match  ed7bd5d80efb  6b91afb0f42a  trusted/ve/exec: Allow trusted exec change both on boot and on running system
ok     ae8e8c7a35d6  77cb6bcc896f  trusted/ve/mmap: Protect from unsecure library load from CT image
drop                 4fd70d3fcfda  Revert "vtty: possible ERR_PTR dereferencing in vtty_open_master"
                                     (initially we ported the feature then - dropped, then resurrected)
drop                 306379f9b4d8  Revert "vtty: fixed error path in vtty_map_alloc"
                                     (this was temporary revert, we returned the feature back later)
drop                 7bec62093571  Revert "ve/tty: vt -- Implement per VE support for console and terminals"
                                     (initially we ported the feature then - dropped, then resurrected)
match  aa77dcde7f5b  870ac10daaf1  ve/mount: allow pseudosuper to temporary exceed the container limit
ok     58798a231fa1  308b73368a7e  mnt_ns: introduce global list of mount namespaces for debug
match  bc27adc1200e  6a7214dd8893  ms/netfilter: account ebt_table_info to kmemcg
match  b9bcb79be905  2d269c1f362a  ve/net/neighbour: per-ct limit for neighbour entries
match  b70c5a4b21d4  f74070e7c0bb  ploop: Care about unaligned discards
match  e1eb857551b3  aa8cc24070c3  ploop: Rename call_rw_iter
match  15346db64d85  057248d71b1d  ploop: Kill try_preflush
match  30d98e68fe57  1753b4405ea5  ploop: Remove push backup code
ok     c8c864ac5d5c  bfec87ecfed4  net/skbuff: Don't waste memory reserves
match  08c35d6887c2  b341738ecb78  net/skbuff: WARN if kmalloc_reserve() fails to allocate memory.
match  a0c18b502332  ae8407e120e0  kvm/x86: add log printing on emulation failure
match  d43bfd59ef53  03a51c4a3087  kvm/x86: extend info on emualation failure
ok     110a18bb307c  19eb290a7b0c  kvm: move VMs which we skip during shrink to vm_list tail
ok     c3d7ae4d3dbe  2b12c74ce27c  kvm: move actual VM memory shrink out of kvm_lock
match  3d2481ac8f7f  4a371c2f96b1  x86/microcode/intel: hide warning on high order allocation for microcode area
match  78cb90901c62  ebff26165fcc  kernel/sched: Use kvzalloc to allocate the array of ctl_tables
match  27707a12d787  5d302c792f02  ve/proc: increment position in "next" seq_operations callback
match  5bd13ea2a768  44a66e9f49f9  net/drivers/i40e: suppress high order allocation warning
match  455518b2be72  6982561ef3db  venetdev: fix race between veip shutdown and add veip entry
ok     a109e1e4dcce  d021d80ef47a  ms/mm: speed up mremap by 20x on large regions
ok     8640afd4094a  e5290c604425  ms/mm: select HAVE_MOVE_PMD on x86 for faster mremap
match  2e17787b4184  892ffa508256  net/gre: Consider VE_FEATURE_IPGRE on new net creation
match  4b3d62c88678  f85b1084c166  net/ip6ip: Consider VE_FEATURE_IPIP on new net creation
match  e282acf77699  bfcad72fe024  fs: Export symbols replace_fd() and create_pipe_files()
match  d007f0afab6b  699dab9ff99e  ve/meminfo: show "MemAvailable: ..." line in CT's meminfo
ok     66ca21ca4b97  e5d292df12b0  mm: allow kmem limit bypassing if reclaimable slabs detected
match  c77d8fa244b9  ab0b2a549d87  i40iw: use kvzalloc to allocate array of control qp requests
match  768412b5e29f  075ca1ccf568  i40iw: Use kvzalloc to allocate i40iw_handler
match  5a7944e41f83  66c7b0554c0d  i40iw: Use kvzalloc in i40iw_allocate_virt_mem()
match  a6c1dc466aca  6e6e0a0c9f6e  ms/tcp: detecting the misuse of .sendpage for Slab objects
drop                 ca02148ebed1  ms/net: introduce helper sendpage_ok() in include/linux/net.h
match  3e7603642b58  c1a24eec4f21  ms/tcp: use sendpage_ok() to detect misused .sendpage
match  8cb0469bed5e  b9c0284b2a2f  drivers/igb: increase link detection timeout up to 5 sec
ok     56427d0186d1  babeccdb1e29  configs: provide kernel config via proc
match  af270ad45bab  a6cef3a164a9  ve/memcg: Account some swapped memory as used in CT in /proc/meminfo
match  8d48840d4db0  fa45b7be63dd  commoncap: relax setxattr and removxattr checks
match  7090d82915f2  b4fa2898677e  vmalloc: cancel allocation for oom-killed tasks
ok     f3a6ec18c292  ace91bd66533  DMA-API: exceeded 7 overlapping mappings of cacheline share
match  be6c3736d9cb  3b4c58cbeec8  pid_ns: Virtualize pid_max
ok     aeffac3744c7  fb4472901ff7  ext4: Care about reserves in case of IO thread
match  605af70bff36  b5ab2a593d48  ploop: Mask as PF_IO_THREAD
match  dfff9fe04c89  829bb3f2f024  net: silence high-order allocation warning from UDP with big headers.
match  5485812b31de  6731d71c9d6f  tty/vt: avoid high order pages allocation on GIO_UNIMAP ioctl
match  808cb6b34273  f2dda5355c6d  tty/vt: check allocation size in con_set_unimap()
match  582474c1e7d9  ae1eaef8baa3  ms/sched: Remove stale PF_MUTEX_TESTER bit
ok     7f6089f099e2  653956b727d9  mm: Add and use batched version of __tlb_remove_table()
ok     5e8006e43ca1  de202a0d569b  mempolicy: Prohibit VE processes numa binding syscalls
match  ab079767ebfb  e8fa4e02af59  fs/super: don't destroy super_block in case of leaked inodes
match  5cac74648e28  1ee65faa4535  fs/nfs: more leaks for busy inodes case.
match  6d5a7c160fdf  056e3f8605ea  ve/cpu: handle sysfs attributes for CTs
match  7dc7453368a8  caff92809974  kvm: use kvzalloc for struct kvm allocation
match  1d3e5bed6942  8e24e93f42bc  ploop: Simplify ploop_write_cluster_sync()
match  e228e21184c0  77a76a75b725  ploop: Rename hook->pio, h->pio, ploop_cow::hook->aux_pio
match  d9fe04fde4ea  0426db53aebc  ploop: Rename force_link_inflight_bios
match  bdcc8b641966  23e22ddd968c  ploop: Introduce separate lock for inflight pios
match  952e7bc089ba  c913b501dbc2  ploop: Use hlist instead of rbtree
match  1d3212c5728f  b3f7c831875a  ploop: Always link submitted pios
match  87aa85ff9771  a39f5521f4c4  ploop: Unexport ploop_inflight_bios_ref_switch()
match  2d34e9181527  57a411bf05d7  ploop: Refactor submit_pio()
match  82705655d811  3233dcd69c0c  ploop: Introduce ploop_suspend_submitting_pios
match  7a966506b58e  1afa2e72910f  ploop: Refactor ploop_ctr()
match  3e008c0130d0  b35892dc8e87  ploop: Use ploop_call_rw_iter() in submit_delta_read()
match  5ccafb7c20a0  94ece3407843  ploop: Generalize submit_rw_mapped()
match  b1886abf7d90  04c6754569d4  ploop: Kill submit_delta_read()
match  79036cafc30a  084d0372e8e9  ploop: Rename submit_rw_mapped()
match  1968bf669013  5b4dce52a4ad  ploop: Extract submit_rw_mapped() to separate function
match  316bb2205d4c  0df1bb146279  ploop: Save level before submitting pio
match  30a81b236200  ac12e18a5d28  ploop: Make fsync work be able to run in parallel with main work
match  7cbde977bf83  b9f907690c07  ploop: Introduce resubmitting partially completed pios
match  82f2d00846ed  2a41ec1c4bb0  ploop: Add check of htable is empty on .dtr
match  c6bd0afafeee  35affb489363  ploop: Rename delayed_pios into suspended_pios
match  4553ba780444  99dac4c78f53  ploop: Remove unused define and comment
match  81ecfb411125  7f050f150af4  ploop: Close race in ploop_flip_upper_deltas()
match  c7a855cfda4e  3f1a6f596d19  ploop: Freeze on ENOSPC and notify userspace via dm event
match  2f2b9e0388eb  c913e0cb52c2  mm: memcg: fix memcg reclaim soft lockup
match  169c046a4d3f  68f35f7d0875  mm/vmscan: add cond_resched() to loop in shrink_slab_memcg()
match  b207ed1a9bdd  74903dce0bd3  ve/capability: introduce capable() wrapper which honors CT features
match  b827e28322de  8eea667b7a68  ve/time: introduce CT feature to allow setting date/time
match  5e00801af593  52ec7691826e  ve/time/ntp: allow CT ntp adjustment time tuning under VE_FEATURE_TIME feature
match  f312a50de14b  589443620bdf  scsi: aacraid: resurrect correct arc ctrl checks for Series-6
match  38146a58c2ca  8595823ca03f  i40iw: use kvzalloc for large allocation of iwdev->mem_resources
match  b087756b0685  5d3a68b448ac  net/drivers/i40e: suppress warning on skb linearization
match  211509889601  eaf434caf976  fuse: deadlock in map request
match  809d48a92e68  1413ed02fc6c  fuse: fix fiemap looping
match  99182fa90ad8  c56f2fd7e8b9  fuse: illegal access to file in vstorage
drop                 cc3245022f58  ms/asm-generic/tlb: Track freeing of page-table directories in struct mmu_gather
drop                 6ac87516a03d  ms/asm-generic/tlb: Track which levels of the page tables have been cleared
ok     f5e474552c27  b972b8794ab2  ms/asm-generic/tlb: avoid potential double flush
drop                 218c4d519178  ms/list: introduce list_for_each_continue()
drop                 986cee70047d  ms/proc/mounts: add cursor
                                     (already backported by RH)
match  653fb4e4bae2  7e607d3e316d  ms/fs/direct-io.c: keep dio_warn_stale_pagecache() when CONFIG_BLOCK=n
match  4569071afa72  453f75d8c461  overlayfs: relax capable check for trusted prefix xattrs
match  0044915ca81d  341dd9d3913e  net: silence high-order-allocation warning in sctp_pack_cookie()
match  29ce98a58c45  d4d185c1a108  ipv6: silence high-order allocation warinig in rawv6_sendmsg()
match  10409148c1ab  1e7878faf077  netlink: silence high-order memory allocation warning in netlink_ack
match  37216ced5a5d  af01774805f9  ve/pid: Export kernel.pid_max via ve cgroup
match  dac00ecc72cd  93be141d4b11  mm: per-memcg negative dentries accounting
match  c95503bfb551  a368dc4c533b  ploop: Use local piwb in resize
match  ac353b02e886  bd0e6bc0f59e  ploop: Do not use work on resize
match  321685912d64  1cfe0f9340c4  ploop: Rework merge
match  dc92d7ac425b  4b2d04069438  fs: Introduce vfs_truncate2() with file argument
match  ead697e2ee88  98340c062c6b  ploop: Use vfs_truncate2()
match  77260fd679d8  eb5052dbb298  fuse: disable invalid inode dirtying for vstorage
match  babb0639786c  463969f1ddd7  ploop: Kill "get_delta_name" alias
match  330c7ac286b0  c7bba1638fa5  ploop: Use initial pio for COW
match  0b29f166ab2f  0c84d5cbe052  ploop: Rename cluster_pio into aux_pio
match  fd8f78588d13  c579184d9955  ploop: Shorten variable names
match  2f7aea28dac2  1869837e41fa  ploop: Rename in submit_cluster_write()
match  b733f9420527  b8bd3165ef23  ploop: Use defer_pios() instead of manual code
match  789f01389d96  3665fe502f5f  ploop: Use array of pios instead of separate lists
match  f8d966f2bb40  04b3ad3bcae1  ploop: Generalize dispatch_pios usage
match  3371ae371675  dddb9a1e25c1  ploop: Unify process_delta_wb()
match  e71786afef23  8796783d3d6d  ploop: Remove unused struct member
match  e6942a196484  e270d9868756  ploop: Rename page_nr
match  f8ff03f80546  b0f730e040c2  ploop: Return md page from ploop_bat_entries()
match  a534f7a8ba84  9b6d99b6864d  ploop: Kill dead check in ploop_attach_end_action()
match  6f5585598451  231a57a7c135  ploop: Delay bio if md page is BUSY
ok     f36246d34a8c  01c648c0abff  mm: fix hanging shrinker management on long do_shrink_slab
drop                 173450f25167  OpenVZ kernel rh8-4.18.0-240.1.1.vz8.5.51
match  3cdf111fad88  7a2868a7a926  config.minimal: disable EXT4_ENCRYPTION as it is in release kernel
match  6ca76db1bfd5  99d0168d4771  ploop: Remove absolet comment
match  ac658d48c208  05e889aab1dc  ploop: Add md and piwb cross pointers
match  0e1e08a43616  2d31f66d097e  ploop: Add @md argument to locate_new_cluster_and_attach_pio()
match  286d1db321d0  9d6df5396df3  ploop: Refactoring in process_one_discard_pio()
match  d0a0f09b0513  9e0e29da5254  ploop: Pass type argument to ploop_prepare_bat_update()
match  bfedf23b41ff  7ac188102fe8  ploop: Move md is busy check to delay_if_md_busy()
match  0c8061114978  a671b141f149  ploop: Introduce batch list for md pages writeback
match  effd1dc353d9  365e0203f7f2  ploop: Check for md dirty instead of md piwb
match  165ae4a295d5  01353b30ebcc  ploop: Reread piwb after ploop_prepare_bat_update()
match  548d6863a912  bcfa8da1a10c  ploop: Change argument in ploop_prepare_bat_update()
match  850266a0907d  f34bd585ae5c  ploop: Return md from ploop_prepare_reloc_index_wb()
match  59966a086a8b  ee6ba1352269  ploop: Change arguments and rename ploop_reset_bat_update()
match  d96e799ffeb0  5de3b5c6436b  ploop: Allow parallel wb of md pages
match  bfc5eaaba897  16b97b2daa01  ploop: Async md writeback
match  3039b66f13e9  f457d2bcda1d  ploop: Rename ploop_submit_index_wb_sync()
match  690421a5d233  37ad55430696  ploop: Resubmit pios from main kwork
match  39bd3efd48a9  f74acadc6a08  ploop: Rename process_delta_wb()
match  36b079245799  707ae6ca715c  ploop: Do fsync after bat page write
match  79bd57b97056  64fbe2edd988  ploop: Do not iterate excess clusters in notify_delta_merged()
match  7ca1160f9823  17b3bdb6adec  ploop: Use kvec in ploop_delta_check_header()
match  c88d2511de88  e2337b741c7d  ploop: Add argument to ploop_read_delta_metadata()
match  5be7bcb38d0f  060e72e6ece0  ploop: Underline clu and page is u32
match  0d90aec1c684  4a7f997a9c7e  ploop: Remove debug noinline in create_bvec_from_rq()
match  0b8bf1391388  61d117c4c896  ploop: Manage flush pios in generic way
match  8ec94dcd9e8b  2855e6a8624f  ploop: Teach dispatch_pios() work with flush pios
match  2d7ae8434198  08c67e1b2a49  ploop: Make split_pios_to_list() to add initial pio to the list too
match  8aa3978a4f7e  46c10abb3f35  ploop: Introduce embedded_pio_to_prq()
match  3b28afd10583  0502e760011a  ploop: Introduce ploop_prq_valid()
match  9fd37df62172  3cfd9f32e6db  ploop: Move create_bvec_from_rq() up
match  4d71fe7efc35  4764a3e7e950  ploop: Split pios from kwork context
match  cd806e25b94a  a0b57412ebb9  ploop: Add sanity check of passed BAT from disk
match  aa2385ef888f  df7801cfc699  ploop: Reread file size after index update
match  2073337b5e5c  8b262292bad5  ploop: Read metadata page-aligned
match  af63f06d9148  33419db6200e  ploop: RAW image does not have header
match  7cf4a4a6fc42  cef38113eff6  ploop: Introduce ploop_init_be_iter()
match  8871531cc048  be3a8660b87a  ploop: Introduce rb_root_for_each_md_page()
match  cebe3df6ec33  628a0a8b6a01  ploop: Introduce md helpers
match  8931216580a0  bcc5eac2e9b4  ploop: Stop using kvec
